example_id,definition_id,example_no,example_sentence
52000,5200,0,TempExample_52000
52100,5210,0,TempExample_52100
52200,5220,0,TempExample_52200
52300,5230,0,TempExample_52300
52400,5240,0,TempExample_52400
52500,5250,0,TempExample_52500
52600,5260,0,TempExample_52600
52700,5270,0,TempExample_52700
52800,5280,0,TempExample_52800
52900,5290,0,TempExample_52900
53000,5300,0,TempExample_53000
53100,5310,0,TempExample_53100
53200,5320,0,TempExample_53200
53300,5330,0,TempExample_53300
53400,5340,0,TempExample_53400
53500,5350,0,TempExample_53500
53600,5360,0,TempExample_53600
53700,5370,0,TempExample_53700
53800,5380,0,TempExample_53800
53900,5390,0,TempExample_53900
54000,5400,0,TempExample_54000
54100,5410,0,TempExample_54100
54200,5420,0,TempExample_54200
54300,5430,0,TempExample_54300
54400,5440,0,TempExample_54400
54500,5450,0,TempExample_54500
54600,5460,0,TempExample_54600
54700,5470,0,TempExample_54700
54800,5480,0,TempExample_54800
54900,5490,0,TempExample_54900
55000,5500,0,TempExample_55000
55100,5510,0,TempExample_55100
55200,5520,0,TempExample_55200
55300,5530,0,TempExample_55300
55400,5540,0,TempExample_55400
55500,5550,0,TempExample_55500
55600,5560,0,TempExample_55600
55700,5570,0,TempExample_55700
55800,5580,0,TempExample_55800
55900,5590,0,TempExample_55900
56000,5600,0,TempExample_56000
56100,5610,0,TempExample_56100
56200,5620,0,TempExample_56200
56300,5630,0,TempExample_56300
56400,5640,0,TempExample_56400
56500,5650,0,TempExample_56500
56600,5660,0,TempExample_56600
56700,5670,0,TempExample_56700
56800,5680,0,TempExample_56800
56900,5690,0,TempExample_56900
57000,5700,0,TempExample_57000
57100,5710,0,TempExample_57100
57200,5720,0,TempExample_57200
57300,5730,0,TempExample_57300
57400,5740,0,TempExample_57400
57500,5750,0,TempExample_57500
57600,5760,0,TempExample_57600
57700,5770,0,TempExample_57700
57800,5780,0,TempExample_57800
57900,5790,0,TempExample_57900
58000,5800,0,TempExample_58000
58100,5810,0,TempExample_58100
58200,5820,0,TempExample_58200
58300,5830,0,TempExample_58300
58400,5840,0,TempExample_58400
58500,5850,0,TempExample_58500
58600,5860,0,TempExample_58600
58700,5870,0,TempExample_58700
58800,5880,0,TempExample_58800
58900,5890,0,TempExample_58900
59000,5900,0,TempExample_59000
59100,5910,0,TempExample_59100
59200,5920,0,TempExample_59200
59300,5930,0,TempExample_59300
59400,5940,0,TempExample_59400
59500,5950,0,TempExample_59500
59600,5960,0,TempExample_59600
59700,5970,0,TempExample_59700
59800,5980,0,TempExample_59800
59900,5990,0,TempExample_59900
60000,6000,0,TempExample_60000
